Date,Open,High,Low,Close,Volume,Adj Close
2009-07-02,415.410721,415.410721,406.81068999999997,408.490703,5054000,204.04131
2009-07-06,406.500694,410.640703,401.660682,409.610702,4542100,204.60075
2009-07-07,408.240685,409.190706,395.980679,396.63069,6543000,198.117228
2009-07-08,400.000672,406.00068799999997,398.06068500000003,402.49068700000004,6908100,201.044299
2009-07-09,406.120704,414.450714,405.80069100000003,410.390715,6575700,204.990367
2009-07-10,409.580713,417.370711,408.70068599999996,414.40072200000003,5875000,206.993368
2009-07-13,416.170702,424.52071399999994,415.180705,424.300715,8121600,211.93841899999998
2009-07-14,423.710712,426.73072199999996,420.870725,424.690722,5813200,212.13322799999997
2009-07-15,429.66073600000004,438.680763,428.490746,438.17073899999997,7582200,218.86650299999997
2009-07-16,436.680737,445.75075499999997,434.100755,442.60077300000006,13158100,221.07930699999997
2009-07-17,433.000729,435.480758,426.700733,430.25073899999995,13759500,214.91045899999997
2009-07-20,429.88073499999996,432.850754,426.25071799999995,430.17072800000005,6330600,214.870494
2009-07-21,430.940725,431.900733,425.720723,427.900743,5958600,213.736635
2009-07-22,428.000726,430.20074800000003,423.500729,427.69073,5192700,213.631733
2009-07-23,428.680726,441.210753,425.50072400000005,437.34076500000003,6982400,218.451931
2009-07-24,435.810757,450.49078399999996,435.00075400000003,446.720779,7280900,223.137252
2009-07-27,446.040779,446.750768,437.610756,444.80076399999996,5027500,222.178204
2009-07-28,441.00077000000005,442.810755,436.10075,439.85075199999994,5083900,219.705671
2009-07-29,437.230735,437.800766,431.890747,436.24073899999996,3988800,217.902467
2009-07-30,442.610759,451.470763,442.610759,445.64075499999996,6421000,222.59777999999997
2009-07-31,449.98076100000003,452.700762,442.43076500000006,443.05075700000003,5742200,221.304074
2009-08-03,448.740777,453.900771,447.64078099999995,452.21077199999996,5199900,225.879506
2009-08-04,449.37078499999996,454.000784,448.43078099999997,453.73076299999997,4797400,226.638743
2009-08-05,456.000779,456.910795,447.880783,451.14076500000004,4701400,225.34503700000002
2009-08-06,454.30076399999996,454.88078099999996,448.530764,450.36078200000003,4237600,224.95543500000002
2009-08-07,455.670781,459.42078300000003,454.99078099999997,457.100775,5105100,228.322066
2009-08-10,455.14078600000005,458.410784,453.790771,456.61078499999996,3496900,228.077315
2009-08-11,453.670786,457.23077699999993,452.380779,453.94077599999997,3437800,226.743644
2009-08-12,455.410776,461.75077699999997,454.920786,458.580792,4700200,229.061335
2009-08-13,462.1508,464.720796,458.910791,462.28080300000005,4005200,230.909492
2009-08-14,462.780778,463.18080199999997,456.890793,460.0008,3362700,229.770629
2009-08-17,451.500783,451.99077300000005,443.120751,444.89076100000005,5260000,222.223157
2009-08-18,445.100774,447.700758,442.32076500000005,445.28076799999997,4719800,222.417966
2009-08-19,439.990741,445.000761,438.560746,443.970759,4526800,221.763616
2009-08-20,452.00078899999994,462.18078899999995,451.230762,460.410779,8027600,229.975414
2009-08-21,465.540784,466.09081299999997,462.65080700000004,465.24080499999997,7147600,232.388015
2009-08-24,467.3508,470.09080300000005,464.420786,468.73080300000004,4925100,234.13127000000003
2009-08-25,469.130796,474.350829,468.720817,471.37082300000003,4699400,235.449962
2009-08-26,472.760812,473.000814,466.700788,468.00081100000006,3990400,233.76663900000003
2009-08-27,468.5807980000001,468.5807980000001,460.730792,466.06079400000004,4012600,232.79759900000002
2009-08-28,469.260798,472.37080599999996,463.380798,464.75078499999995,3556400,232.14324900000003
2009-08-31,459.790787,461.860807,458.000775,461.670797,3930400,230.604794
2009-09-01,459.680788,466.820805,454.42078,455.760778,5209100,227.65273599999998
2009-09-02,455.82078600000006,458.330773,452.590762,453.010788,3623100,226.279115
2009-09-03,455.82078600000006,458.250793,455.000767,457.52077099999997,3304600,228.531854
2009-09-04,457.570793,462.600785,455.78078,461.300792,3009500,230.419976
2009-09-08,464.290784,466.990812,455.840788,458.620797,5333300,229.08131699999998
2009-09-09,459.060796,466.27080700000005,458.800791,463.97080199999994,4407100,231.75364700000003
2009-09-10,466.65079699999995,470.94081100000005,462.00079500000004,470.94081100000005,5088100,235.23517
2009-09-11,470.400799,473.30082400000003,467.630807,472.14082,3820000,235.83457599999997
2009-09-14,470.510799,476.800808,470.05079800000004,475.12082599999997,3966100,237.32308999999998
2009-09-15,475.08082,478.910833,472.710821,477.540816,4814000,238.53187599999998
2009-09-16,479.800816,489.37084000000004,478.480821,488.290847,5189900,243.90152200000003
2009-09-17,490.57085,497.37085099999996,487.150846,491.720837,8999700,245.614804
2009-09-18,496.770862,496.98084500000004,491.230847,491.46083200000004,6591500,245.48493100000002
2009-09-21,487.740849,498.90085899999997,486.22082699999993,497.00084699999996,4248600,248.252171
2009-09-22,500.920857,501.990864,497.81085,499.06085,6105100,249.28114399999998
2009-09-23,500.78086900000005,507.000884,497.710867,498.460861,5428600,248.98144900000003
2009-09-24,500.47087300000004,501.410847,493.00085700000005,496.770862,5074000,248.137294
2009-09-25,494.290833,499.93086100000005,492.00084400000003,492.48084800000004,4114400,245.99443
2009-09-28,494.840861,501.500874,493.30083600000006,498.530855,3692300,249.01641099999998
2009-09-29,499.530868,499.75086699999997,493.01084299999997,498.530855,4214000,249.01641099999998
2009-09-30,500.000855,500.140844,487.240843,495.85085999999995,6306800,247.677752
2009-10-01,493.00085700000005,496.470852,487.00084100000004,487.200838,5647400,243.357062
2009-10-02,483.740829,491.74084000000005,482.600827,484.58082,5221000,242.048362
2009-10-05,487.65082199999995,492.43085599999995,483.340836,488.520833,4305100,244.0164
2009-10-06,491.700834,499.370846,491.700834,498.740868,5485000,249.121313
2009-10-07,499.000842,518.990868,497.81085,517.540871,9784800,258.511924
2009-10-08,519.570916,523.250924,513.340885,514.1809059999999,8639800,256.83362
2009-10-09,516.650889,521.510903,514.500888,516.250896,5496600,257.86758
2009-10-12,523.420871,525.760912,519.320898,524.040924,6669200,261.75870299999997
2009-10-13,524.3909259999999,527.4609280000001,521.380901,526.110913,6097400,262.792664
2009-10-14,532.460931,535.580924,530.0009349999999,535.32092,6541200,267.393067
2009-10-15,533.750906,536.900919,527.270887,529.910938,12246500,264.69077799999997
2009-10-16,547.330938,554.7509309999999,544.530926,549.850972,17749900,274.65083500000003
2009-10-19,552.690928,553.600944,548.730943,552.0909690000001,6459800,275.76971499999996
2009-10-20,551.640924,552.950933,540.700944,551.7209349999999,8117600,275.584882
2009-10-21,549.91095,559.350941,549.000934,551.1009429999999,7368600,275.275196
2009-10-22,550.000947,555.00095,548.000921,554.090934,4690400,276.768698
2009-10-23,555.250968,557.890958,551.200926,553.6909410000001,4803200,276.568902
2009-10-26,555.750944,561.640991,550.890929,554.21095,5963000,276.828646
2009-10-27,550.97094,554.5609519999999,544.1609530000001,548.290945,6457000,273.871601
2009-10-28,547.8709190000001,550.000947,538.250934,540.3009509999999,5154800,269.880595
2009-10-29,543.010904,551.830965,541.000954,551.0509509999999,5064000,275.250225
2009-10-30,550.000947,550.1709549999999,534.240896,536.120906,6962900,267.79266
2009-11-02,537.080913,539.460898,528.24088,533.9909389999999,6428200,266.728741
2009-11-03,530.010921,537.500939,528.300919,537.290926,4778100,268.37708599999996
2009-11-04,540.800927,545.5009200000001,536.420916,540.330909,4682800,269.895559
2009-11-05,543.490908,549.770962,542.6609030000001,548.650933,3709100,274.05141499999996
2009-11-06,547.720944,551.780973,545.5009200000001,551.1009429999999,3667000,275.275196
2009-11-09,555.450934,562.580965,554.230922,562.51094,5319500,280.974496
2009-11-10,562.73094,568.780947,562.000979,566.760949,4478200,283.097377
2009-11-11,570.480963,573.500973,565.8609799999999,570.560974,4656700,284.995491
2009-11-12,569.560961,572.9009530000001,565.500993,567.850959,3786600,283.641838
2009-11-13,569.29097,572.5110080000001,566.610975,572.050976,3346000,285.739748
2009-11-16,575.000962,576.991002,572.7809980000001,576.281013,4414700,287.85265400000003
2009-11-17,574.87096,577.500964,573.7209730000001,577.490978,3847700,288.45703199999997
2009-11-18,576.650986,578.7810139999999,572.071009,576.650986,3110700,288.037456
2009-11-19,573.7709639999999,574.00101,570.000959,572.991012,4352200,286.209296
2009-11-20,569.500983,571.600992,569.401,569.960954,4027400,284.695781
2009-11-23,576.4909650000001,586.601001,575.860987,582.350992,5114000,290.884611
2009-11-24,582.521,584.290979,576.541017,583.091001,3222400,291.254246
2009-11-25,586.411021,587.061033,582.691008,585.7409759999999,2933300,292.57791000000003
2009-11-27,572.000985,582.461022,570.970952,579.7609940000001,2779500,289.590906
2009-11-30,580.631004,583.670987,577.111018,583.001004,3463000,291.209293
2009-12-01,588.131009,591.220983,583.001004,589.87103,4657900,294.640874
2009-12-02,591.000984,593.010996,586.2209799999999,587.511017,3338800,293.462046
2009-12-03,589.041025,591.45103,585.001029,585.7409759999999,2868000,292.57791000000003
2009-12-04,593.021043,594.8310280000001,579.181007,585.011015,5046000,292.213294
2009-12-07,584.2110299999999,588.691024,581.000978,586.250999,3284500,292.832667
2009-12-08,583.500979,590.66103,582.000991,587.050985,3059300,293.23226
2009-12-09,587.501031,589.3309879999999,583.58099,589.020992,3575200,294.21628
2009-12-10,590.441031,594.711011,590.411011,591.501021,3349000,295.45505499999996
2009-12-11,594.680992,594.751017,587.7310160000001,590.5109940000001,3452800,294.960537
2009-12-14,595.351037,597.310996,592.611003,595.730996,3841100,297.56793
2009-12-15,593.30102,596.381008,590.990998,593.1409980000001,4577800,296.274225
2009-12-16,598.601033,600.3710120000001,596.641012,597.761042,5639800,298.58193900000003
2009-12-17,596.441047,597.641025,593.76099,593.941045,5297300,296.673849
2009-12-18,596.0310059999999,598.9310009999999,595.001035,596.421013,7089400,297.912594
2009-12-21,597.611006,599.841017,595.671019,598.681044,5161600,299.04148
2009-12-22,601.341005,601.5010269999999,598.851051,601.121006,3775600,300.260243
2009-12-23,603.5010530000001,612.871081,602.851041,611.681027,4160800,305.53497799999997
2009-12-24,612.931058,619.521047,612.271061,618.48109,1723800,308.93161299999997
2009-12-28,621.661061,625.99108,618.48109,622.871087,3408400,311.124419
2009-12-29,624.741049,624.841093,618.291049,619.401092,2860200,309.39115499999997
2009-12-30,618.501062,622.731037,618.011072,622.731037,2942100,311.054464
2009-12-31,624.751096,625.401047,619.981079,619.981079,2448700,309.680858
2010-01-04,626.951088,629.511067,624.241073,626.751061,3927000,313.062468
2010-01-05,627.1810730000001,627.8410709999999,621.541045,623.991055,6031900,311.683844
2010-01-06,625.861078,625.861078,606.361042,608.261023,7987100,303.826685
2010-01-07,609.401025,610.001045,592.651008,594.101005,12876600,296.753749
2010-01-08,592.000997,603.251034,589.110988,602.021036,9483900,300.709808
2010-01-11,604.46106,604.46106,594.041028,601.11102,14479800,300.255255
2010-01-12,597.651011,598.161034,588.0010070000001,590.481036,9742900,294.945572
2010-01-13,576.4909650000001,588.3810269999999,573.900966,587.090991,13041800,293.252243
2010-01-14,583.900972,594.2009879999999,582.811024,589.850997,8511900,294.630868
2010-01-15,593.341025,593.561024,578.0410059999999,580.0009650000001,10909600,289.710772
2010-01-19,581.201005,590.4209969999999,576.290999,587.620986,8665700,293.516976
2010-01-20,585.981009,585.981009,575.2909860000001,580.4110049999999,6525700,289.915587
2010-01-21,583.4410019999999,586.821,572.2510030000001,582.9809700000001,12662600,291.199286
2010-01-22,564.50098,570.600979,534.860888,550.010933,13651700,274.730736
2010-01-25,546.590929,549.8809309999999,535.5109,540.000941,8872800,269.73073999999997
2010-01-26,537.970896,549.600954,536.2909129999999,542.420931,8743600,270.939526
2010-01-27,541.270944,547.65092,535.310934,542.100949,7958400,270.779695
2010-01-28,544.490921,547.000908,530.6008929999999,534.290888,6482300,266.878565
2010-01-29,538.490905,540.990906,525.610876,529.940896,8311900,264.705742
2010-02-01,534.600945,535.8109099999999,530.300883,533.020884,4518400,266.244198
2010-02-02,534.9609320000001,534.9609320000001,527.610902,531.120903,8223000,265.295156
2010-02-03,528.670892,542.100949,528.230894,540.820899,6020500,270.140309
2010-02-04,537.000902,538.0009150000001,525.560885,526.780897,6780600,263.127321
2010-02-05,528.400902,533.500888,522.460925,531.2909099999999,6335600,265.380075
2010-02-08,532.500936,542.000905,531.5308809999999,533.47093,5408700,266.468996
2010-02-09,539.5409089999999,541.5309490000001,535.0709009999999,536.440949,5660200,267.95252200000004
2010-02-10,534.070888,537.790902,527.690913,534.450909,5369000,266.95849599999997
2010-02-11,533.3208940000001,540.4909309999999,529.500898,536.400943,4838000,267.932539
2010-02-12,532.9708929999999,537.150938,530.50091,533.120928,4576400,266.29417
2010-02-16,536.8709,544.130933,534.300935,541.300902,7336100,270.380071
2010-02-17,542.000905,543.4009110000001,537.610908,538.2109280000001,4074500,268.836627
2010-02-18,537.540945,545.01093,536.140939,543.220917,4691200,271.339119
2010-02-19,540.530936,544.03095,539.700931,540.760921,5125300,270.11035
2010-02-22,547.35091,547.500945,541.000954,542.8009519999999,4305100,271.129347
2010-02-23,543.000918,543.6309570000001,532.290923,535.0709009999999,5766600,267.26818199999997
2010-02-24,533.980892,538.440913,530.510897,531.470904,4670500,265.46998199999996
2010-02-25,527.120912,528.490899,520.000867,526.430896,6643100,262.952495
2010-02-26,527.420922,531.750942,523.48091,526.80093,4113800,263.13732799999997
2010-03-01,529.200888,533.290936,527.740904,532.690916,4492500,266.079379
2010-03-02,535.480941,545.660941,535.010924,541.060931,8746200,270.260205
2010-03-03,542.360954,548.120937,539.250946,545.320926,6201800,272.388075
2010-03-04,546.500932,556.1309650000001,546.200922,554.590971,6391300,277.018467
2010-03-05,561.350967,567.670965,559.90097,564.210956,7853700,281.823654
2010-03-08,564.7809570000001,565.18095,561.010952,562.480982,4790600,280.95953199999997
2010-03-09,559.850979,564.660941,556.500939,560.190933,6376900,279.815651
2010-03-10,563.7609719999999,578.5009759999999,562.210992,576.450959,11352100,287.937542
2010-03-11,574.261015,586.210994,574.200976,581.140966,8498200,290.280203
2010-03-12,588.140995,588.280983,579.160974,579.5409950000001,5527400,289.481016
2010-03-15,566.681,569.450992,556.000963,563.180985,9342600,281.309183
2010-03-16,561.830971,568.420959,560.760933,565.200983,6888600,282.318173
2010-03-17,568.301005,571.4509559999999,564.250962,565.56097,6668000,282.497987
2010-03-18,564.720979,568.4409929999999,562.960986,566.400962,3567600,282.917563
2010-03-19,560.000953,568.000995,557.280952,560.000953,9624200,279.720756
2010-03-22,556.110932,566.850946,554.280975,557.500951,8039600,278.472004
2010-03-23,557.040981,558.310984,542.000905,549.000934,11043800,274.226241
2010-03-24,545.510906,559.850979,539.700931,557.330944,13179500,278.387085
2010-03-25,559.020973,572.000985,558.660986,562.880975,7891200,281.15932799999996
2010-03-26,565.270947,567.390989,560.020986,562.690995,5412500,281.064433
2010-03-29,563.000991,564.720979,560.570953,562.450963,6232200,280.944537
2010-03-30,562.830984,567.63096,560.280991,566.710958,3970500,283.072406
2010-03-31,565.050947,569.740954,562.81095,567.1209980000001,6084200,283.277222
2010-04-01,571.3509730000001,573.4509820000001,565.550984,568.80098,4221100,284.116374
2010-04-05,570.900989,574.8810070000001,569.000946,571.010958,3817200,285.220259
2010-04-06,569.4609780000001,570.8910030000001,565.400949,568.220994,4135600,283.82667000000004
2010-04-07,567.300992,568.750989,561.86099,563.540973,5181200,281.48899700000004
2010-04-08,563.320974,569.8509849999999,560.0509440000001,567.490971,3909500,283.46202400000004
2010-04-09,567.490971,568.770961,564.000943,566.220968,4128600,282.827656
2010-04-12,567.350983,574.00101,566.220968,572.731007,4722400,286.079424
2010-04-13,572.53098,588.8810030000001,571.130974,586.7710089999999,7853900,293.092412
2010-04-14,590.06101,592.341012,584.0110030000001,589.00102,6830900,294.206303
2010-04-15,592.171005,597.841052,588.291031,595.301045,13574200,297.35317000000003
2010-04-16,563.000991,568.810966,549.630912,550.150921,24562600,274.80066
2010-04-19,548.7509150000001,553.990951,545.000944,550.10093,7817100,274.775689
2010-04-20,554.1709450000001,559.660938,551.060937,555.0409549999999,5977000,277.243234
2010-04-21,556.460933,560.250971,552.160933,554.300947,4800800,276.8736
2010-04-22,552.000973,552.500948,543.35092,547.0609469999999,6585900,273.257216
2010-04-23,547.2509269999999,549.320916,542.2709570000001,544.990958,4194300,272.223256
2010-04-26,544.970924,544.990958,529.210935,531.640912,8770300,265.554901
2010-04-27,528.95093,538.330944,527.230881,529.0608990000001,7718100,264.266183
2010-04-28,532.1008820000001,534.83093,521.0309,529.1909019999999,6837700,264.33112
2010-04-29,533.370886,536.5009259999999,526.670928,532.000899,6140700,265.734715
2010-04-30,531.1308889999999,537.680933,525.44093,525.700873,4888900,262.587849
2010-05-03,526.5009200000001,532.920901,525.080881,530.6008929999999,3729500,265.035411
2010-05-04,526.520892,526.740892,504.21085800000003,506.370875,12198000,252.932505
2010-05-05,500.98086500000005,515.720901,500.47087300000004,509.760859,9198600,254.62580400000002
2010-05-06,508.75086100000004,517.520899,460.0008,498.67084400000005,10037600,249.08633500000002
2010-05-07,499.970866,505.320871,481.330824,493.140845,10216000,246.32409900000002
2010-05-10,513.9708929999999,522.820912,512.600876,521.650892,8286800,260.564881
2010-05-11,515.6709089999999,519.880912,508.22086500000006,509.05087000000003,6670000,254.271164
2010-05-12,512.040892,512.040892,502.00085,505.390865,7732400,252.44298999999998
2010-05-13,516.500914,522.000893,510.37086500000004,510.88088899999997,6676400,255.18525899999997
2010-05-14,509.770876,510.990888,496.250853,507.530879,8262800,253.51192799999998
2010-05-17,506.780854,508.360884,498.350862,507.970877,5608400,253.73170699999997
2010-05-18,510.00086100000004,510.97088499999995,497.07084100000003,498.370864,5672100,248.936496
2010-05-19,496.260839,499.440871,487.740849,494.43085199999996,6917100,246.96845699999997
2010-05-20,485.07084000000003,485.580833,473.8008,475.01082599999995,9863400,237.26814500000003
2010-05-21,469.06080199999997,485.000846,464.400783,472.05082300000004,19454100,235.789622
2010-05-24,480.73083499999996,489.790836,476.800808,477.160826,8723600,238.342071
2010-05-25,468.150816,477.450819,464.01080700000006,477.070829,6057300,238.297118
2010-05-26,482.07083200000005,489.76084699999996,475.000809,475.47082699999993,6977200,237.497916
2010-05-27,484.950824,492.31084000000004,481.050817,490.46085,5639200,244.98543999999998
2010-05-28,492.74085199999996,493.450841,483.00082000000003,485.630824,5811200,242.57283900000002
2010-06-01,480.430825,491.060839,480.120829,482.370842,5353500,240.944477
2010-06-02,486.680828,493.870837,481.460826,493.37086100000005,5100500,246.43899199999998
2010-06-03,495.11085199999997,508.00086600000003,494.70084199999997,505.600878,7328700,252.54789100000002
2010-06-04,499.72084800000005,509.25086699999997,496.70083700000004,498.720866,7869900,249.11132200000003
2010-06-07,499.06085,500.910871,483.150825,485.520825,7292500,242.51789399999998
2010-06-08,487.85084900000004,488.840845,477.540816,484.780816,5390200,242.14826000000002
2010-06-09,487.22084,488.88085099999995,472.00080099999997,474.020799,5478300,236.77362599999998
2010-06-10,480.370817,488.50083,475.840831,487.01082699999995,5175000,243.262151
2010-06-11,482.500814,488.71084299999995,481.620817,488.50083,3576600,244.006409
2010-06-14,494.480843,494.500846,483.19083099999995,483.19083099999995,4096000,241.35406099999997
2010-06-15,483.08083099999993,500.40084800000005,482.180832,497.990843,8551100,248.746675
2010-06-16,496.170842,504.000876,496.11086500000005,501.270859,4595600,250.385044
2010-06-17,503.45087800000005,505.870869,496.69085099999995,500.080866,3969300,249.790642
2010-06-18,502.51087300000006,503.47085,498.13086200000004,500.03084400000006,5767200,249.765656
2010-06-21,499.900872,500.97084900000004,484.890846,488.560838,5989200,244.036383
2010-06-22,489.900836,496.600854,485.730838,486.25084699999996,4456000,242.882541
2010-06-23,486.890842,486.890842,478.16080800000003,482.05082999999996,4073300,240.78463
2010-06-24,479.66082800000004,482.750832,473.260819,475.10082300000005,3801300,237.313098
2010-06-25,477.060813,477.650816,470.560821,472.68080199999997,4507100,236.104296
2010-06-28,472.590805,477.550833,469.01080999999994,472.08081200000004,3537700,235.804602
2010-06-29,463.440807,464.550788,451.120762,454.260789,7030400,226.903491
2010-06-30,454.96079199999997,457.83079699999996,444.720753,444.95076900000004,7233400,222.253131
2010-07-01,445.290754,448.40076100000005,433.630737,439.490765,7053500,219.52585699999997
2010-07-02,441.620762,442.28076,436.000737,436.550735,3886400,218.05731
2010-07-06,444.00074800000004,447.67077,433.630737,436.07076100000006,5139300,217.81756299999998
2010-07-07,438.310758,451.29077,435.380745,450.20075999999995,6282800,224.875504
2010-07-08,453.55076900000006,457.33079100000003,449.660779,456.56079400000004,5357700,228.05234500000003
2010-07-09,471.960796,473.260819,462.780778,467.490788,8695400,233.51188199999999
2010-07-12,472.37080599999996,479.440828,471.080799,475.83081500000003,6693700,237.67772999999997
2010-07-13,482.25082599999996,492.99084000000005,480.28082,489.200833,7982300,244.35606
2010-07-14,489.880833,493.83083200000004,486.460829,491.340847,6259300,245.424998
2010-07-15,491.730854,494.70084199999997,482.680838,494.020842,9752800,246.763657
2010-07-16,469.12080999999995,470.560821,459.52079699999996,459.61079299999994,15708200,229.575821
2010-07-19,461.010799,469.650805,457.52077099999997,466.18080999999995,9134700,232.857547
2010-07-20,461.03080199999994,482.990834,460.60079,481.590829,8139300,240.554859
2010-07-21,484.000833,485.70081799999997,475.430822,477.50081100000006,6583700,238.51189399999998
2010-07-22,483.230836,488.98083399999996,482.480842,484.81083600000005,4311400,242.163255
2010-07-23,480.770809,490.5908519999999,480.010829,490.06082699999996,4545700,244.78562799999997
2010-07-26,489.09083300000003,490.750843,484.88083,488.97084800000005,4005200,244.241183
2010-07-27,490.58083600000003,497.500854,490.170826,492.630853,4920700,246.069357
2010-07-28,494.940844,495.25084000000004,482.670822,484.35083499999996,5010600,241.933484
2010-07-29,485.95083700000004,488.88085099999995,479.330829,484.990829,5371000,242.253162
2010-07-30,479.65081100000003,487.360829,479.14081799999997,484.850841,4304100,242.18323700000002
